date,African Distillers Limited,Amalgamated Regional Trading (Art) Holdings Limited,Ariston Holdings Limited,Bridgefort Capital Limited - Class A,Bridgefort Capital Limited - Class B,British American Tobacco Zimbabwe Limited,Cafca Limited,CBZ Holdings Limited,CFI Holdings Limited,Dairibord Holdings Limited,Delta Corporation Limited,Ecocash Holdings Zimbabwe Limited,Econet Wireless Zimbabwe Limited,FBC Holdings Limited,Fidelity Life Assurance Limited,First Mutual Holdings Limited,First Mutual Properties Limited,General Beltings Holdings Limited,Hippo Valley Estates Limited,Mashonaland Holdings Limited,Masimba Holdings Limited,Meikles Limited,Nampak Zimbabwe Limited,National Tyre Services Limited,NMBZ Holdings Limited,OK Zimbabwe Limited,Proplastics Limited,Rainbow Tourism Group Limited,RioZim Limited,Seed Co Limited,Starafrica Corporation Limited,Tanganda Tea Company Limited,TSL Limited,Turnall Holdings Limited,Unifreight Africa Limited,Willdale Limited,ZB Financial Holdings Limited,Zeco Holdings Limited,Zimbabwe Newspapers (1980) Limited,Zimre Holdings Limited
2024-6-4,
2024-6-5,233.3333,8.0825,3.7877,1.4007,1.3207,621.3121,360,140.05,73,823.607,19.5443,194.5714,184.2919,75,205,4.9022,36.9917,420,153.95,14.05,310,39.9,12.8064,185.25,40.1046,44,63,21.25,177.3422,0.652,145.1969,105,2.73,190,3.8,0.0018,4.66,33.95,26,2482.4583
2024-6-6,3.8666,1.3207,2482.4583,621.3121,360,140.05,73.0583,824.9872,17.86705062,201.0449,184.2919,86,205,37,5.0025,483,14.0909,153.95,356,39.9,12.8064,185.25,44.7904,44,21.25,63,176.9505,0.676,156.5714,106.1293,2.744,26,4.0456,190,0.0018,4.66,33.9431,1.4007,8.0825,260
2024-6-7,260,3.9,1.3207,621.3121,2200,360,140.05,80,831.4956,181.1295,20.0039,184.25,205,37.0002,86,5.0025,8.0825,14.0909,153.95,381.2083,44.3053,12.8064,185.25,45,37.4,21.25,63,172.4346,0.826,106.1293,145,2.9231,26,4.5,190,0.0018,4.66,31.5411,1.4007,483
2024-6-10,3.99,1.4007,1.3207,2200,621.3121,360,140.05,80,831.3842,19.6318,171.4102,184.25,90,205,40,5.0025,483,14.0909,153.95,413.2189,44.3053,12.8064,185.25,44.7345,33.7528,21.55,63,170.0027,0.8445,145.25,106.1293,2.93,29,4.5,190,0.0018,4.66,31.9015,260,8.0825,260,8.0825,1.3207,2200,621.3121,360,140.05,80,831.3842,19.6318,171.4102,90,205,40,5.0025,483,14.0909,153.95,413.2189
2024-6-10,185.25,44.7345,33.7528,21.55,63,170.0027,0.8445,145.25,106.1293,2.93,29,3.99,190,4.5,1.4007,184.25,31.9015,0.0018,44.3053,12.8064,4.66,260,8.0825,1.4007,3.99,2199.975,621.3121,360.0493
2024-6-11,140.05,80,849.4637,166.7811,19.1389,205,40.05,5.0025,482.9655,14.0909,153.925,409.2941,41,12.8064,186,46.1056,35,22,63,170,0.8547,145.25,110,2.93,33.35,190,0.0018,4.66,31.9935,1.3207,195,4.5,90
2024-6-12,4,1.4007,1.3207,2184.95,621.3121,362,160,80,852.4191,16.5134,167.1762,195,90,205,40.05,5.0025,482.9655,14.0658,153.95,409.3,44,12.8064,186,46.1056,40.1522,22,63,170.0474,0.843,146,109.95,2.93,33.35,4,190,0.0018,4.66,31.9,260,8
2024-6-13,8,1.3207,2184.95,621.3121,160,81,901.9068,18.0008,167.2076,195,90,205,42,5.0025,482.9655,14.0658,153.997,470.65,44,12.8064,186,49.8741,43,25,63,170.0474,0.8235,147.9412,110,2.94,33.35,4,190,0.0018,4.66,32,260,4,1.4007,370.25
2024-6-14,260,1.4007,1.3207,2184.95,621.3121,366,160,81,909.7632,20.05,167.0407,195,103.0417,205,42,5.0025,482.9655,14.0658,153.997,480,44,12.8064,186,50,48,25,8,63,170.0474,147.9412,4,110,0.8181,4,33.35,0.0018,179,4.66,32,2.95,260,8,1.4007,1.3207,2184.95,621.3121,400,160,81,909.4759,20.64,167.7143,195.4755
2024-6-17,260,8,4,1.4007,1.3207,2184.95,621.3121,400,160,81,909.4759,20.64,167.7143,195.4755,103.0417,205,42,5.0232,482.9655,14.05,153.997,480,42.6833,12.8064,186,45.036,55.2,25,63,170.0474,0.7,125.75,110,2.95,33.35,4,179,0.0018,4.66,34.05
2024-6-18,299,8,4,1.4007,1.3207,2184.95,621.3121,405.9265,160,81,911.0897,21.068,172.4143,195.4755,118.45,205,42,5.04,482.9655,14.05,153.997,485,42.6833,12.8064,186,50.9894,62.6195,24.3182,63,171.8873,0.72,132,110,3,33.35,4,179.4375,0.0018,4.66,33.24
2024-6-19,8,4,1.4007,1.3207,2099.95,621.3121,405.9265,160,93,924.6991,23.0521,183.6853,195.4755,118.45,205,42,5.04,482.9655,14.05,153.997,485,42.6833,12.8064,186,44.1948,62.6195,25,63,171.85,0.7026,149.25,110,3.2,33.35,4,179,0.0018,4.66,30.1992
2024-6-19,8,4,1.4007,1.3207,2099.95,621.3121,405.9265,160,93,924.6991,23.0521,183.6853,195.4755,118.45,205,42,5.04,482.9655,14.05,153.997,485,42.6833,12.8064,186,44.1948,62.6195,25,63,171.85,0.7026,149.25,110,3.2,33.35,4,179,0.0018,4.66,30.1992
2024-6-19,343.85,8,4,1.4007,1.3207,2099.95,621.3121,405.9265,160,93,924.6991,23.0521,183.6853,195.4755,118.45,205,42,5.04,482.9655,14.05,153.997,485,42.6833,12.8064,186,44.1948,62.6195,25,63,171.85,0.7026,149.25,110,3.2,33.35,4,179,0.0018,4.66,30.1992